Membership number,First name,Middle name,Last name,Date of birth,Address,Status,Membership start date,Membership end date,Renewal date,Phone,Email,Notes
485822,Keith,,Gutierrez,February 20 1971,,Silver,December 26 1995,,April 30 2026,7455940010,,
263500,Benjamin,,Galloway,September 23 2004,,None,November 18 2022,April 3 2023,July 7 2025,6013026090,,
481082,Mary,,Flores,June 22 1978,,None,April 13 1997,December 25 2013,August 19 2026,9296511184,,
636091,Haley,,Powell,January 15 1935,,Gold,December 13 1988,,November 17 2023,7612691553,,
232923,Kaitlyn,,Hunter,July 20 1962,,Platinum,March 19 1993,,June 2 2028,2635699780,,
227865,Betty,,Castillo,April 30 2001,,Gold,July 25 2022,,January 24 2024,5472014739,,
607293,Malik,,Morton,September 6 1962,,None,August 6 2015,December 27 2022,November 2 2023,6837668794,,
306093,Brian,,Berger,January 25 1925,,Basic,March 10 1985,,November 12 2026,9467342608,,
217349,Amy,,Reid,February 17 1944,,Silver,September 12 2000,,September 2 2023,7612718929,,
346722,Jennifer,,Brown,November 28 1982,,Basic,March 11 2023,,November 8 2025,2452155185,,
595876,Leslie,,Barker,January 26 2003,,Platinum,June 2 2023,,June 22 2025,2929624534,,
618009,Julie,,Anderson,March 22 1962,,Platinum,May 30 2014,,October 12 2027,3927446325,,
123660,Ray,,Turner,July 11 1993,,Silver,February 24 2015,,August 16 2023,2917461566,,
467835,Joseph,,Richardson,May 6 1985,,Silver,January 29 2006,,July 13 2023,2052275191,,
164234,Chase,,Lawrence,November 19 2000,,Gold,March 27 2020,,June 1 2025,5705545216,,
342563,Ryan,,Baker,September 23 1954,,Basic,May 9 2016,,June 21 2023,6088782798,,
390189,Randy,,Mcdonald,March 21 1998,,Silver,February 16 2021,,May 5 2028,6448385085,,
232394,Shawn,,Carrillo,May 30 1950,,Silver,August 12 1991,,July 5 2027,5663823722,,
307649,Maria,,Jennings,November 12 1928,,Basic,March 30 2021,,January 6 2027,8998552273,,
546166,Randy,,Marshall,September 11 1982,,Basic,February 20 2003,,May 7 2028,6026160436,,
505773,Christina,,Conrad,November 7 1957,,Platinum,March 19 1984,,April 2 2024,9562238583,,
196745,Wendy,,Gardner,October 15 1966,,None,March 16 1992,November 20 2007,May 29 2026,8752623880,,
240205,Mark,,Schultz,March 9 1941,,Basic,March 21 2023,,August 5 2023,2119992681,,
332897,Jennifer,,Little,February 12 1966,,Basic,November 13 1990,,November 30 2026,6786417576,,
138938,Heather,,Salazar,April 22 1951,,Gold,February 1 2006,,September 4 2026,7403755062,,
344588,Katherine,,Hall,November 28 1950,,None,December 17 2021,September 4 2022,October 15 2027,4428852144,,
293241,Steven,,Mendoza,December 22 2003,,None,May 29 2022,September 5 2022,August 12 2026,7535508468,,
341386,Melissa,,Hardy,May 8 1983,,Basic,July 1 2009,,June 2 2026,4378126469,,
396095,Diana,,Smith,March 16 1942,,Silver,July 13 1995,,October 4 2024,7106260682,,
277963,Ann,,Greene,August 15 2000,,Platinum,March 14 2021,,July 19 2023,7496853783,,
367461,Desiree,,Fox,January 10 1938,,Gold,February 7 1987,,January 13 2025,8482058929,,
169246,Dennis,,Taylor,October 5 1926,,Platinum,April 28 1992,,June 13 2027,2174308641,,
474818,Mike,,Lee,May 31 1940,,Basic,July 12 2022,,May 23 2027,8556879346,,
181574,Wendy,,Hunt,September 24 1993,,Basic,December 11 2014,,March 25 2028,4673006806,,
106498,Clayton,,Orr,September 22 1994,,Platinum,October 21 2016,,May 15 2025,4928924522,,
490656,Michelle,,Ramos,June 5 1979,,Gold,August 6 2002,,October 10 2027,2266144478,,
348837,Erin,,Castro,March 23 1935,,Platinum,January 25 2016,,April 6 2024,9999872332,,
475826,Nicholas,,Morales,January 11 1924,,None,May 26 1984,April 21 1986,March 1 2027,3987516065,,
376997,Robin,,Cameron,April 20 1966,,Gold,March 18 2001,,June 13 2028,9218456632,,
543705,Tiffany,,Mahoney,November 29 1963,,Silver,February 4 1988,,December 20 2027,2589833855,,
332536,Tonya,,Jacobs,October 21 1975,,Silver,June 14 2011,,June 7 2025,6242194985,,
620054,Diamond,,Berger,September 23 1967,,Gold,February 12 1991,,May 4 2026,3407544252,,
271287,Joshua,,Greer,May 12 1966,,Basic,February 18 2017,,August 15 2025,4476853848,,
499603,Erica,,Higgins,January 25 1963,,Platinum,April 4 1981,,April 11 2027,4456316232,,
166794,Cheryl,,Andrews,November 15 1958,,Silver,July 4 1983,,April 7 2024,4977682095,,
144857,George,,Tapia,December 17 1956,,Gold,February 20 1984,,July 30 2024,3769372675,,
188274,Jason,,Palmer,March 21 1986,,Platinum,November 22 2013,,March 25 2027,3808619742,,
198607,Juan,,Smith,April 28 1943,,Silver,January 1 2021,,July 30 2027,8602406094,,
571509,Monique,,Kemp,November 27 1931,,Gold,October 4 2009,,March 19 2024,7073143045,,
560964,Candace,,Porter,November 16 1998,,Gold,March 8 2018,,May 7 2026,3193461340,,
398554,Taylor,,Jordan,November 19 1985,,Gold,January 10 2019,,June 29 2025,4629354323,,
695856,Daniel,,Clements,January 2 1993,,None,November 1 2015,November 12 2017,February 11 2025,6178225475,,
502460,Robert,,Gonzales,September 9 1938,,Gold,July 22 2022,,July 13 2027,6337651345,,
329997,Stephanie,,Jones,January 18 1991,,Basic,June 12 2010,,August 29 2026,3768200056,,
336157,Ronald,,Powers,July 15 1977,,Basic,January 11 2020,,July 27 2026,9247144679,,
386636,Tammy,,Hayes,June 3 2002,,Gold,February 16 2022,,June 20 2027,8239956184,,
411072,Jacob,,Casey,October 19 1949,,Platinum,December 5 1999,,January 30 2024,3018598335,,
177158,Susan,,Stewart,September 10 1996,,Basic,July 16 2021,,January 19 2024,8017519432,,
338636,Harry,,Shaffer,November 1 1997,,None,June 27 2022,December 6 2022,February 7 2027,8536223784,,
114639,Angela,,Graves,September 11 1935,,Silver,August 7 2009,,September 5 2025,4525024882,,
652370,Shane,,Roach,September 20 1978,,Basic,October 24 2016,,September 21 2026,2436926621,,
187071,Sandra,,Roach,July 27 1987,,Platinum,January 27 2020,,April 25 2027,8192683265,,
559300,Nathan,,Ortiz,May 17 1980,,Gold,April 18 2013,,December 21 2027,5502283859,,
517009,Jose,,Clark,July 6 1973,,Basic,May 5 2015,,July 9 2025,4322209785,,
107958,Christopher,,Bell,September 28 1966,,Basic,July 22 2002,,February 13 2026,8455016996,,
543122,Jeffrey,,Burton,June 4 1974,,Basic,November 25 2013,,January 8 2024,2136002590,,
478925,Jimmy,,Miller,February 26 1982,,Platinum,February 9 2006,,June 10 2026,6044333417,,
304649,Jason,,Pollard,February 8 1989,,Gold,February 1 2013,,January 27 2028,3055723786,,
478256,Denise,,Watts,February 15 1947,,Platinum,June 3 1999,,July 17 2024,6432874743,,
580096,Michael,,Diaz,October 7 2001,,None,February 19 2020,May 11 2022,January 3 2028,4432854677,,
317979,Destiny,,Obrien,June 22 1944,,Gold,May 11 2004,,April 16 2028,3617217822,,
263122,Elizabeth,,Turner,January 25 2001,,Gold,November 23 2022,,November 25 2026,4864881597,,
331510,Tracy,,Fisher,November 22 1970,,Silver,April 1 1999,,June 22 2026,3933174266,,
661413,Debbie,,Williams,January 15 1933,,Basic,September 22 2006,,November 19 2023,5222337681,,
450564,Lance,,Jackson,November 16 1995,,Gold,June 26 2022,,May 23 2025,5447121643,,
609620,Cassandra,,Jones,July 4 1927,,Platinum,August 22 1988,,February 18 2025,8357510886,,
609256,Bernard,,Wright,June 10 1966,,Gold,December 26 1984,,November 8 2023,7213320194,,
567882,Alexis,,Santiago,September 27 1938,,Gold,July 29 2014,,December 24 2025,6809215701,,
345532,Meghan,,Mason,October 29 1990,,Silver,January 3 2018,,October 20 2027,6496044490,,
167513,David,,Novak,March 10 1963,,Gold,March 17 1998,,August 7 2023,6318392270,,
655505,Amanda,,Lambert,June 20 1979,,Silver,December 18 2006,,February 5 2026,3703112874,,
538919,Jessica,,Anderson,April 19 1978,,Platinum,January 14 2011,,January 4 2027,3438272454,,
680929,Laura,,James,September 27 1962,,Basic,July 20 2001,,June 17 2024,4789431857,,
403059,Danny,,Hill,April 11 1935,,Platinum,February 1 1992,,January 31 2026,6106642682,,
139485,Elizabeth,,Chase,December 2 2003,,Silver,July 31 2022,,August 5 2026,7029525168,,
394965,Michael,,Newton,August 22 1996,,Basic,January 10 2022,,October 8 2024,4224707317,,
252157,Krystal,,Frye,June 3 1954,,None,March 14 2011,January 12 2019,October 10 2025,8983566580,,
404345,Brian,,Gilbert,July 2 1955,,None,June 23 1987,November 21 1999,September 9 2024,2014138771,,
686153,Jack,,Swanson,February 1 1998,,Platinum,February 3 2020,,February 18 2027,4625519023,,
270142,Allison,,Moreno,February 7 1967,,Silver,August 6 2008,,January 13 2025,2335854521,,
444958,Ryan,,Gibbs,June 13 1961,,Silver,April 20 2011,,July 8 2024,3257169967,,
316359,Amanda,,Roman,September 11 1959,,Basic,March 7 1985,,September 30 2023,6953926547,,
551342,Kendra,,Knox,July 31 1939,,None,August 10 1997,November 12 2004,March 8 2028,9133768707,,
188130,Benjamin,,Cook,January 18 1954,,Basic,March 8 2021,,April 12 2027,6884921456,,
500412,Julie,,Anderson,October 17 1999,,Basic,February 24 2018,,January 14 2026,9278231920,,
149129,Michael,,Morgan,April 14 1947,,Silver,February 4 2009,,November 14 2024,3292861658,,
568247,Donna,,Anderson,February 16 1997,,Basic,August 16 2019,,August 25 2026,9166261093,,
506419,Mary,,Williams,October 5 1951,,Basic,August 8 1989,,November 18 2025,9474551573,,
106861,Ashley,,Barron,June 7 1935,,Basic,January 22 2019,,February 23 2025,9786989596,,
661353,Walter,,Baker,July 1 1930,,Gold,December 8 1995,,November 21 2025,3865236428,,
609784,Kevin,,Martin,February 27 1977,,Basic,October 1 2003,,January 13 2024,9676505458,,
621734,Douglas,,Cruz,May 2 1990,,Platinum,February 23 2011,,March 20 2028,8773882572,,
209982,Michael,,Smith,January 25 1995,,Gold,May 2 2023,,July 2 2023,4754427198,,
627072,Jennifer,,Martinez,October 22 1941,,Gold,April 29 1982,,July 4 2027,9836154604,,
564367,Jessica,,Young,July 31 1947,,Platinum,May 29 1999,,July 18 2027,7357395252,,
124154,Justin,,Morris,September 29 1967,,Gold,August 30 2004,,July 24 2027,6857724362,,
419191,Dawn,,Ellison,November 23 1995,,Gold,January 28 2017,,February 25 2027,4678509435,,
593482,Hunter,,Lynch,January 20 1985,,Gold,July 29 2015,,April 26 2024,8773837801,,
273065,Timothy,,Adams,July 18 1963,,None,July 29 1998,July 19 2014,January 29 2028,3027725001,,
598424,Lauren,,Smith,March 9 1979,,None,December 9 2009,May 19 2010,September 13 2023,2778469283,,
447001,Isaac,,Brown,June 26 1967,,Silver,February 5 1993,,October 29 2027,6499127571,,
482343,Paul,,Hood,April 2 1985,,Gold,October 14 2014,,November 3 2027,2274497422,,
665896,Travis,,Alvarez,September 19 1928,,Gold,January 6 1988,,December 26 2027,3046929404,,
248515,Jade,,Hodges,April 26 1946,,Silver,June 20 1996,,March 28 2024,2197353188,,
238647,Leah,,Clarke,April 18 1996,,Platinum,December 23 2019,,April 6 2024,9242428027,,
453294,Emily,,Taylor,November 12 1984,,Silver,February 23 2018,,August 13 2026,9072305925,,
562949,Todd,,Houston,January 3 1930,,Silver,October 14 2014,,October 26 2023,6539246891,,
506762,Michele,,King,December 30 1989,,Platinum,February 1 2021,,September 27 2025,6762145389,,
184597,Monique,,Gordon,February 26 1994,,None,June 28 2014,August 1 2022,February 19 2027,4902863511,,
208240,Angelica,,Bowman,February 10 1927,,Gold,June 7 2004,,January 4 2025,2933880649,,
237355,Jamie,,Rice,December 27 1948,,Basic,February 16 1994,,August 24 2025,6017126405,,
105414,Brian,,Fleming,December 16 1999,,Basic,October 28 2019,,July 31 2027,7892642892,,
421200,Tiffany,,Gray,July 31 1945,,Platinum,December 9 1989,,September 15 2025,2009677726,,
216451,Ann,,Daniels,May 30 1994,,Gold,July 10 2015,,January 29 2025,6707937649,,
393209,Gary,,Roberts,December 20 1944,,Platinum,September 14 1994,,July 14 2023,7969555992,,
413905,Joshua,,Hill,October 12 1957,,Silver,April 15 1997,,January 11 2025,7359267258,,
221136,Ian,,Lopez,September 14 1937,,Basic,January 15 1995,,September 1 2026,4094969940,,
650496,Christopher,,Moss,November 28 1959,,Basic,December 21 1998,,July 4 2026,9796817142,,
499664,Roy,,Marks,September 10 1938,,None,March 14 1989,March 3 2022,June 30 2024,6856721832,,
620486,Stephanie,,Whitehead,August 20 2001,,Gold,January 5 2022,,July 12 2027,6079514401,,
649040,David,,Ortega,July 10 1968,,Platinum,October 29 1996,,April 2 2024,9567558631,,
663869,Adam,,Brown,June 9 1981,,None,August 1 2014,June 21 2017,December 6 2027,4113368661,,
154791,Jessica,,Lozano,November 25 1946,,Silver,August 6 2009,,August 28 2023,5906033631,,
354074,Phyllis,,Alexander,March 25 1949,,Silver,December 4 2006,,June 14 2028,9728479441,,
681055,Kathryn,,Pham,December 6 1973,,None,August 31 2011,June 12 2016,November 13 2027,8318223626,,
265824,Tracy,,Curtis,November 15 1935,,Basic,May 30 2013,,April 4 2025,4563283989,,
541367,Richard,,Harmon,October 23 1927,,Gold,November 6 2006,,November 25 2026,9812576044,,
129807,Elizabeth,,Oconnell,May 8 1993,,Gold,February 9 2018,,February 18 2027,7842619557,,
199941,Larry,,Fisher,March 20 1928,,Gold,January 18 1981,,August 29 2023,3785167070,,
421187,Cindy,,Hobbs,May 21 1924,,Silver,December 29 1993,,September 29 2025,3968443361,,
571531,Patrick,,Bell,May 15 1927,,Silver,December 10 2016,,July 6 2025,8129837497,,
656529,Jeffrey,,Nunez,April 26 1925,,Gold,February 7 1999,,June 29 2025,2252844307,,
547274,Diane,,Johnson,December 23 2001,,Basic,March 8 2020,,May 21 2027,5954961228,,
370197,Amanda,,Compton,January 25 1929,,Platinum,January 21 2003,,April 25 2024,4984744357,,
158469,Aaron,,Ward,March 13 1930,,Platinum,May 20 1992,,May 12 2028,5339988646,,
115433,Christopher,,Delgado,November 26 1976,,Platinum,January 11 1997,,October 29 2026,4589311509,,
383109,Penny,,Wright,May 21 1987,,Platinum,December 16 2005,,December 15 2027,4544551934,,
604642,Thomas,,Goodwin,June 21 1958,,None,May 19 2009,January 14 2015,April 7 2025,5834124996,,
118703,Timothy,,Thompson,July 3 1952,,None,February 15 2014,September 28 2021,February 2 2026,6105993061,,
472376,Kathleen,,Norman,July 10 1971,,Platinum,September 21 2011,,September 4 2025,2734366147,,
592611,Tina,,Williams,August 14 1923,,Gold,June 16 2008,,September 15 2025,5283502082,,
397309,Jose,,Jones,July 25 1984,,Platinum,October 1 2020,,April 28 2025,8309730364,,
517025,John,,Jensen,May 11 1924,,Basic,June 20 1983,,October 24 2025,5923392596,,
484713,Andrea,,Park,October 28 1954,,Gold,May 8 2005,,February 4 2027,6559034701,,
511878,Erin,,Coleman,October 19 1995,,Gold,February 1 2017,,March 13 2025,4787977978,,
240130,Krystal,,Brown,October 20 1984,,Basic,August 13 2010,,July 31 2023,3844509284,,
131283,James,,Silva,August 3 1977,,Basic,June 4 1999,,January 24 2024,9027609280,,
142596,Peter,,Smith,September 28 1972,,None,December 17 2019,December 24 2020,May 3 2026,3546129418,,
197379,Christina,,Carroll,October 7 1966,,None,August 31 2005,December 18 2010,June 26 2025,5417814322,,
451729,Amy,,Sherman,February 9 1992,,Basic,April 26 2011,,February 8 2028,4674765056,,
490563,Zachary,,Jefferson,December 2 1991,,None,November 28 2020,December 4 2021,May 30 2028,8518606940,,
393985,Erin,,Hoffman,January 11 1938,,Platinum,April 11 1986,,May 3 2024,9748883439,,
290149,Angela,,Hansen,October 16 1936,,Basic,October 8 1997,,April 9 2025,2702451752,,
211740,Angela,,Munoz,April 29 1975,,Basic,May 30 1997,,March 31 2026,9908934282,,
188127,Charles,,Black,May 14 1942,,Basic,December 5 2016,,December 7 2026,7523706125,,
103818,James,,Lee,December 29 1954,,Gold,July 20 2000,,June 23 2026,8312152231,,
272752,Michael,,Miller,December 19 1982,,None,January 25 2023,May 16 2023,May 15 2026,7737422656,,
134285,Carolyn,,Contreras,March 22 1957,,None,December 22 1984,August 12 1985,January 7 2025,5689810467,,
440252,John,,Chang,June 19 1993,,Gold,February 3 2017,,October 18 2023,4835004994,,
455487,Theresa,,Lopez,December 12 1998,,Basic,June 19 2022,,September 30 2025,2796863229,,
101239,James,,Velazquez,August 13 1926,,None,October 5 2005,June 13 2013,November 21 2023,5748481213,,
269470,Anthony,,Pittman,February 24 1980,,Gold,May 10 2006,,December 22 2026,7946741822,,
271161,Karen,,Cobb,November 20 1980,,Platinum,January 8 2011,,February 25 2025,4616359949,,
676853,Danielle,,Jones,April 6 1968,,Silver,November 13 1996,,December 10 2027,5365797532,,
607012,Tonya,,Monroe,November 14 1971,,None,August 10 1997,November 20 2020,July 14 2025,7597202112,,
117923,Holly,,Smith,May 19 1966,,Basic,June 7 2023,,June 17 2023,2323470985,,
617073,Christy,,Duke,August 31 1923,,Silver,May 30 2016,,November 17 2027,2167612610,,
101293,Paul,,Henry,November 14 1964,,Basic,June 25 1993,,January 27 2026,9389362641,,
306653,Matthew,,West,June 17 1975,,None,August 3 1995,January 23 2006,March 15 2025,2328832043,,
429675,Shannon,,Garrett,September 26 1948,,Platinum,September 5 1985,,February 14 2028,4008344665,,
366297,Andrea,,Hancock,December 30 1986,,Gold,February 27 2013,,July 2 2023,4937480608,,
206950,Kimberly,,Andrews,December 31 2002,,Basic,March 25 2022,,May 24 2025,3069114425,,
201924,Ronald,,Lewis,August 31 1948,,Basic,May 21 2003,,August 31 2025,7336124998,,
428418,Savannah,,Hall,August 30 1979,,None,May 14 2006,July 1 2011,May 22 2026,5416316114,,
458628,Amanda,,Thomas,August 24 1971,,None,February 15 2015,April 30 2015,August 6 2027,7432517333,,
153171,Kevin,,Moore,April 18 1968,,Basic,August 12 2019,,April 3 2025,3627803283,,
266460,Dustin,,Johnson,September 23 1988,,Gold,April 3 2019,,September 7 2024,9802550665,,
360366,William,,Rowe,May 24 1941,,Gold,November 5 1995,,January 26 2025,5566225406,,
426473,Alexandra,,Castaneda,September 3 1961,,Basic,May 8 1991,,November 20 2023,4039755034,,
244947,Cathy,,Perez,November 6 1998,,None,June 12 2019,July 11 2021,February 2 2028,2254626145,,
646301,Ashley,,Kerr,March 16 1989,,Silver,March 6 2011,,April 25 2024,7767601050,,
698904,Molly,,Knight,October 15 1961,,None,July 25 1998,April 26 2022,August 8 2026,4979400979,,
654387,Kimberly,,Bernard,October 4 1976,,Silver,May 19 2011,,August 8 2025,3867245603,,
488767,Lindsay,,Dillon,July 27 1982,,Basic,April 14 2002,,March 30 2026,2555472677,,
652890,Jennifer,,Ford,July 23 1987,,Basic,November 19 2009,,July 2 2024,3927773916,,
439617,Michael,,Daniel,September 6 1971,,Basic,December 5 2012,,May 5 2026,2385395942,,
327906,Steven,,Roberts,July 19 1929,,Gold,September 10 1986,,January 16 2025,9028192420,,
108497,Denise,,Mccarthy,November 7 1938,,Platinum,November 30 2009,,May 1 2028,4273557088,,
145104,Susan,,Moran,May 4 1989,,Platinum,October 29 2017,,August 27 2023,6468990553,,
651057,Jesse,,Marshall,September 27 1962,,Basic,August 23 2016,,January 8 2028,7964408956,,
298282,Roger,,Jenkins,July 24 1937,,Platinum,September 30 2018,,October 30 2024,8062314471,,
385712,Chad,,Ramos,November 17 1978,,Silver,July 24 2014,,June 29 2025,9363122140,,
530398,Sherri,,Taylor,July 18 1958,,Basic,June 11 1982,,May 28 2027,9545586392,,
192672,David,,Cantu,September 3 1980,,Gold,June 6 2015,,September 23 2027,7645327959,,
316641,Riley,,Hawkins,July 19 1997,,Basic,May 21 2018,,February 13 2024,7725548971,,
327116,Phillip,,Brown,November 13 1932,,Platinum,May 11 2019,,November 19 2023,9936215032,,
397119,Eric,,Ford,September 18 1964,,Basic,September 11 2011,,April 30 2028,7909822429,,
424161,Joshua,,Potts,February 6 1935,,Basic,November 14 2003,,March 6 2027,3983240977,,
393125,Kyle,,Ross,December 26 1991,,Platinum,June 3 2022,,May 26 2027,7908209900,,
466500,Timothy,,Clark,December 31 1987,,Gold,September 27 2021,,June 6 2024,2799200965,,
504289,Rhonda,,Willis,April 10 1988,,Gold,March 16 2020,,October 12 2023,7785362150,,
646210,Darren,,Jones,August 23 1946,,Platinum,July 26 1981,,March 13 2024,6893346221,,
275810,Valerie,,Barnes,October 18 1992,,Platinum,November 5 2020,,July 31 2025,8034145284,,
240145,Colin,,Henson,August 22 1931,,Silver,February 1 2010,,February 1 2028,8987479404,,
394542,Laura,,Ferguson,September 8 1942,,None,December 23 2007,November 11 2010,April 1 2024,3936246186,,
552614,Bradley,,Thomas,October 13 1975,,Platinum,March 2 2016,,May 28 2027,5824889175,,
113993,Julie,,Smith,September 28 1986,,None,March 8 2017,January 8 2019,July 18 2025,5614696682,,
624041,Brian,,Johnson,January 3 1939,,Silver,April 25 1996,,October 16 2027,8365424414,,
697738,Eric,,Mcintyre,November 9 1956,,Silver,March 4 2003,,January 6 2025,5683560375,,
431883,Andrew,,Werner,March 18 1969,,Silver,August 16 1992,,July 13 2025,9455716489,,
366231,Cristina,,Murphy,August 25 1977,,None,March 20 2002,July 18 2013,February 7 2028,3878431782,,
128852,Suzanne,,Brown,April 19 1957,,Gold,December 23 2017,,May 24 2028,2574859007,,
633080,Douglas,,Pruitt,December 16 1938,,Basic,May 2 1986,,January 5 2025,5596084132,,
319012,Andrea,,Bishop,August 24 2002,,Gold,July 14 2021,,October 23 2027,8218254106,,
551729,Robert,,Houston,January 5 1957,,Platinum,November 29 2001,,February 4 2027,2544480688,,
640061,Stacey,,Brown,June 15 1961,,Silver,September 20 1995,,April 8 2028,9802543625,,
158544,Julie,,Patel,February 29 1932,,Silver,February 8 2002,,June 7 2028,2259213637,,
153671,Jared,,Best,May 20 1973,,Basic,December 9 2006,,June 21 2023,7482428551,,
417796,Sherry,,Martinez,August 16 2004,,Gold,August 23 2022,,March 20 2025,5726550265,,
392121,Lisa,,Pearson,July 4 2000,,None,March 29 2019,September 17 2021,July 18 2025,6648202994,,
145829,Christopher,,Tucker,September 18 1990,,None,November 30 2009,February 7 2015,August 14 2025,8612095964,,
172330,Robert,,Brown,October 18 1948,,Basic,August 31 2021,,August 10 2026,6697264351,,
181627,Rodney,,Williamson,November 5 1951,,Gold,October 28 1991,,June 20 2024,3652422356,,
259636,Leonard,,Davis,August 16 1983,,Platinum,August 19 2011,,January 12 2025,5479517543,,
511575,Matthew,,Nichols,October 10 1958,,Gold,January 17 1994,,June 21 2023,7142290714,,
431219,Adam,,Dougherty,December 2 1923,,Silver,January 14 2012,,May 8 2027,2356730392,,
364484,Mark,,Mccall,May 15 2000,,Basic,October 23 2018,,January 18 2027,4843314228,,
296646,Eric,,Deleon,April 6 1935,,None,June 6 2000,January 11 2001,June 5 2027,6326462477,,
311057,Carrie,,Sims,September 16 1946,,Basic,February 16 1981,,April 10 2028,4769083879,,
679481,Gregory,,Smith,July 11 1961,,Platinum,April 3 2023,,July 28 2024,5382030473,,
222076,Mia,,George,May 9 1929,,Silver,May 21 2021,,November 13 2027,5948420312,,
244341,James,,Lynch,May 17 1951,,Platinum,July 28 2018,,March 26 2025,7952548417,,
221917,Evan,,Saunders,August 16 1930,,Basic,April 9 2016,,October 17 2026,2937197898,,
474017,Mason,,Marshall,July 28 1942,,None,April 5 2005,July 2 2019,March 19 2025,3729681783,,
485386,Richard,,Butler,January 27 1930,,Gold,June 24 2009,,April 13 2028,9667511162,,
498268,Evan,,White,July 27 1956,,None,July 20 2006,March 10 2008,January 20 2028,2455812644,,
233988,Mark,,Roberts,December 29 1935,,Silver,July 1 2004,,February 6 2025,3966160208,,
508351,Russell,,Bowen,March 5 1979,,Gold,December 15 2011,,January 6 2027,4568156767,,
619345,Tyler,,Lee,June 3 1935,,Gold,October 14 2019,,January 25 2027,3546402384,,
617126,James,,Jenkins,November 24 1971,,Gold,June 3 2003,,March 20 2026,8025766979,,
484262,Christopher,,Clark,March 23 2000,,Gold,September 17 2022,,September 13 2025,5898076177,,
133597,Ricky,,Burns,December 16 1983,,None,November 30 2006,March 13 2007,March 30 2028,2378304979,,
394311,Brittany,,Powell,October 31 1938,,Gold,November 16 2009,,April 18 2024,3678389332,,
157816,Kathleen,,Ray,April 25 1925,,Platinum,August 19 2002,,July 28 2026,5022212360,,
617943,Linda,,Flynn,December 15 1991,,Silver,October 17 2018,,February 8 2027,9687856212,,
109001,Kimberly,,Contreras,December 28 1936,,None,November 18 1986,August 8 1997,November 21 2026,4333152328,,
602496,Emily,,Mckee,October 9 2002,,None,April 10 2021,February 26 2023,February 4 2024,8127502368,,
656880,Sharon,,Chambers,October 9 2002,,Basic,April 30 2021,,January 17 2026,6417085656,,
588124,Anthony,,Wilson,September 19 1982,,Silver,January 10 2023,,January 14 2024,7024973047,,
353160,Yolanda,,Morgan,February 14 1963,,Silver,August 1 2018,,April 17 2027,9625944138,,
216436,William,,Bowers,May 9 1983,,Basic,December 4 2021,,January 18 2028,4159360270,,
584645,Margaret,,Powell,September 9 2002,,Gold,November 27 2020,,March 17 2024,3025910560,,
400144,Oscar,,Lin,February 20 1929,,Basic,November 17 2008,,May 9 2026,8072234943,,
545333,Amanda,,Osborne,March 27 1930,,None,July 16 1999,October 12 2002,July 11 2027,3398614655,,
505934,Courtney,,Powell,March 9 1958,,Silver,February 1 2018,,June 23 2026,7355501062,,
627556,April,,Roberts,April 3 1931,,Gold,September 11 2019,,December 12 2026,7007230176,,
443792,James,,Perry,September 29 1944,,Platinum,January 6 2005,,April 28 2028,5567634852,,
558217,Melissa,,Sampson,December 4 1989,,Platinum,November 30 2017,,June 23 2026,3899536448,,
151381,Ryan,,Daniels,February 1 2004,,None,March 6 2022,October 5 2022,April 10 2027,2469868281,,
451528,Rachel,,Williams,September 7 1961,,None,December 28 1988,April 16 2015,December 9 2026,3695023483,,
478215,Amy,,Herrera,January 7 1929,,Gold,August 20 2007,,March 17 2025,8689790192,,
321132,Mary,,Hodges,May 13 1997,,Silver,May 18 2020,,September 28 2024,4077184073,,
295000,Richard,,Avila,March 14 1929,,None,March 10 2016,August 8 2021,September 9 2026,2638895347,,
353019,Timothy,,Patterson,June 25 1924,,Gold,April 21 1984,,December 21 2023,7803850340,,
696108,Eric,,Smith,June 6 1946,,Basic,July 2 2007,,November 24 2025,6597212492,,
291621,Evelyn,,Coleman,March 16 1970,,Silver,June 17 2019,,July 26 2024,7755155137,,
109465,Robert,,Hicks,March 29 1976,,Gold,December 21 1996,,September 25 2024,2767028556,,
132725,Donald,,Ramos,December 9 1987,,Basic,January 18 2021,,October 5 2026,9442128377,,
536992,Brent,,Hernandez,December 23 1963,,Silver,October 22 2005,,August 16 2026,7924650387,,
486082,John,,Sandoval,September 23 1939,,None,March 4 2001,May 1 2003,August 4 2023,2709662074,,
245514,Andrew,,Taylor,August 6 1980,,Platinum,June 16 2016,,February 27 2027,8938989196,,
609605,Daniel,,Cline,July 11 1943,,Basic,January 26 2015,,March 5 2028,4167419042,,
110802,Nathan,,Foley,August 22 1961,,Silver,March 7 1981,,March 20 2027,7382137591,,
482482,Jennifer,,Berry,September 8 1929,,None,June 19 1997,September 23 2011,March 27 2025,9617966567,,
602835,Lisa,,Baker,September 25 1962,,None,June 20 1989,July 19 1995,June 25 2023,3349861524,,
337372,Thomas,,Martin,September 3 1925,,Silver,October 28 1998,,January 3 2025,3533514149,,
676254,Jennifer,,Edwards,January 4 1967,,Platinum,August 17 1991,,December 7 2027,5795265781,,
394289,Christopher,,Oliver,February 5 1986,,None,April 19 2004,March 13 2006,May 13 2024,4614162400,,
491614,Nathaniel,,White,June 26 1945,,Platinum,July 16 2022,,August 29 2025,3252707603,,
681204,Mario,,Yang,October 14 1941,,Gold,April 13 2004,,January 8 2028,4134304193,,
